vibration,temperature,flow_rate,pressure,power_consumption,Impeller Type
6.886185901,58.83746767,310.8819592,9.201109351,5.180824629,closed
5.174577813,63.93321337,324.8310228,10.86391393,5.202794247,closed
5.257550391,64.14517055,269.0454902,9.105130078,5.275921035,closed
4.925554084,49.62616177,242.9564705,9.799072557,4.235276258,closed
3.081228785,67.4156504,301.7328579,11.06557008,4.52762093,closed
4.973486125,58.3644923,264.3303776,9.574793303,5.401338833,closed
5.06023021,56.26724752,263.0831992,8.594624767,5.343105966,closed
7.463242112,57.65803141,324.9293069,9.943815696,4.939227616,closed
4.807639035,53.17680693,446.3949003,8.876518412,4.361429582,closed
5.301547342,72.7357044,268.8503947,5.587499345,4.618221126,closed
4.96528823,53.47403124,300.2887292,9.513081286,5.679803196,closed
3.831321962,52.50665128,304.7768077,6.199724574,4.665271733,closed
6.142822815,58.69199432,254.6824485,13.99756474,4.852431465,closed
5.751933033,53.10069564,288.6072843,8.398227822,4.783680918,closed
5.791031947,60.61008458,290.9848266,11.41366295,4.995475727,
4.090612545,68.20860099,287.5939985,13.36859189,5.352974269,Open 
6.402794311,60.82604828,271.2672431,10.65127516,5.545497232,Open 
3.598148937,61.69415916,313.2383645,6.626119909,4.395492586,Open 
5.586857094,58.54521229,293.95526,6.911877466,5.122265386,Open 
7.190455626,54.79502384,186.9637035,9.97994152,5.024473732,Open 
4.009463675,58.53847196,407.5266342,13.26777681,5.361419347,Open 
4.43370227,65.27306203,251.7471641,9.445068621,5.403273116,Open 
5.099651365,66.78758596,241.331565,10.98074363,4.767504487,Open 
4.496524346,60.20805582,188.8208729,12.01717165,4.328660315,Open 
3.449336569,64.38748976,388.9398447,11.50471248,4.600121329,Open 
5.068562975,56.12603507,250.0145558,9.310742414,5.041961358,Open 
3.937696286,56.92398653,204.3190952,8.588727366,5.146518518,Open 
5.473592431,51.99997709,270.4111545,11.30965993,4.268842669,Open 
4.080575766,65.54564217,330.7807152,12.34947392,4.92604864,Open 
6.549934405,57.12008368,275.1463243,10.94331198,5.746063504,Open 
4.216746708,53.36011326,204.4246376,9.569987047,4.609533389,Open 
4.677938484,62.50727199,286.6207667,8.764201585,5.077581785,Open 
5.813517217,66.71681018,253.6103617,7.687408324,4.763970042,Open 
3.769135684,58.14415985,332.1726137,7.218696354,5.271486241,Open 
5.227459935,51.14458995,283.7562872,7.99163179,5.637836922,Open 
6.307142754,58.38047716,318.9419685,9.86673804,4.917807716,Open 
3.392516765,61.1953424,344.2596049,8.527838211,4.334843291,Open 
5.184633859,62.97697092,305.037282,8.895732393,4.467741403,Open 
5.259882794,63.88376975,307.8744841,11.60726855,4.519163157,Open 
5.781822872,60.37966315,322.1530602,8.016915371,5.355792866,Open 
3.763049289,58.70662915,312.1223212,8.750701532,3.802700599,Open 
3.679543387,63.42832234,242.9816772,11.13270283,4.74719035,Open 
5.521941566,53.38431548,228.6084367,8.62856521,5.365991459,Open 
5.296984673,55.15599881,425.1263001,12.03882697,4.749015794,Open 
5.25049285,56.36415238,412.3716475,11.46768977,4.961499119,Open 
5.346448209,57.79088236,213.0985946,7.889867875,6.29007827,Open 
4.319975278,53.08546806,267.5248308,10.04320681,5.007624731,closed
5.232253697,64.86076824,314.8259895,9.758598391,5.62025638,closed
5.293072473,53.93937199,312.9796391,11.06595597,4.888383409,closed
4.285648582,46.55811928,313.3353863,9.019372305,5.421552502,closed
6.865774511,64.93275148,250.3399064,9.701642943,5.104743951,closed
5.473832921,62.57771043,282.1295731,9.36301486,5.546527687,closed
3.808696503,140,356.3318253,13.18493329,5.168717139,closed
5.656553609,62.34174829,304.9115094,9.398591299,4.393631875,closed
4.02531833,60.54317564,275.7229274,13.05667889,4.736897528,closed
5.787084604,65.81808142,249.3816681,9.242596546,4.718909002,closed
6.158595579,56.15810681,345.0719972,8.436643505,4.787074263,closed
4.179317682,68.67556364,307.4324889,14.13393507,5.325389763,closed
5.963376129,64.73818518,281.5798041,11.15433409,5.179866098,closed
5.412780927,56.96762262,327.6375893,11.28610802,5.214785006,closed
5.82206016,56.17021624,294.2944623,8.199111335,5.120480389,closed
6.896792983,60.73225326,208.8891426,10.70954466,5.179237411,closed
4.754611884,54.38169926,331.8913638,10.49774478,5.001938137,closed
4.246263836,58.97268758,459.7832746,11.92542034,4.692882938,closed
4.11048557,66.72974045,238.2877747,9.431011725,5.446232166,closed
4.184189715,60.91246449,320.832659,10.51048918,5.17436707,closed
4.922898291,70.47153716,270.3375157,10.88061629,3.812763232,closed
14.60641301,70.40887775,363.847751,7.852589702,6.110002585,closed
5.276690799,62.26181859,307.4725386,6.097957582,5.523076105,closed
5.827183249,57.33807269,338.8005892,9.502475532,4.922480534,closed
5.013001892,58.96475559,209.9413206,10.47954907,5.630520126,closed
6.453534077,62.50149351,279.0357653,11.12484072,5.127888627,closed
4.735343167,56.3316798,217.7164292,10.75483159,5.742849333,closed
7.720169167,55.68951249,275.8172955,10.16594564,5.301659116,closed
5.625667348,57.6705904,312.1915626,10.11658749,5.302814588,closed
18.56094694,74.76666202,323.0677631,8.235702192,8.427156031,closed
3.929107502,54.95107321,303.7504838,11.737165,5.673137139,closed
5.482472415,67.22321814,324.3559007,10.6767862,5.394385423,closed
